,Catalog No.,Product,Imported Country,Other Info,Price,,Made in,Cruelty_free,Vegan,Ranking_In_Best_Seller_List,SunFilter_Ingredients
444,1103441971,Bellflower - Avocado Moisture Sunscreen,South Korea,Translation reference for Korean beauty product packaging:,US$13.33,,,,,445,"[' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' ETHYLHEXYL TRIAZONE', ' METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL', ' DIETHYLHEXYL BUTAMIDO TRIAZONE']"
445,1077351524,Shiseido - UV Lip Color Splash SPF 35 PA+++ - 4 Types,,,US$41.21,,Japan,,,446,"[' POLYSILICONE-15', ' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM OXIDE']"
446,1111349082,DEWYTREE - Urban Shade Moisture Repair Sun Special Set,South Korea,,US$26.16,,South Korea,,,447,"[' TITANIUM DIOXIDE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' POLYSILICONE-15', ' ETHYLHEXYL TRIAZONE']"
447,1111480109,Kao - Biore UV Aqua Rich Aqua Protect Lotion SPF 50+ PA++++,,,US$16.16,,Japan,,,448,[' ETHYLHEXYL METHOXYCINNAMATE']
448,1099798067,Nivea Japan - Sun Water Gel SPF 35 PA+++ Refill,,,US$15.45,,Japan,,,449,[' ETHYLHEXYL METHOXYCINNAMATE']
449,1073170822,Kose - Sports Beauty Sun Protect Gel SPF 50+ PA++++ 40g,,,US$21.72,,Japan,Yes,,450,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' POLYSILICONE-15']"
450,1104802160,Benton - Skin Fit Mineral Sun Cream,South Korea,,US$19.90,,,Yes,,451,[' ZINC OXIDE']
451,1086392830,IWLT - Protecting Base Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$27.10,,,,,452,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE (CI 77947)', ' ETHYLHEXYL SALICYLATE', ' TITANIUM DIOXIDE (CI 77891)']"
452,1105633007,Kose - Sekkisei Clear Wellness UV Defense Gel SPF 50+ PA++++,,,US$37.07,,Japan,Yes,,453,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' POLYSILICONE-15']"
453,1104829515,May Island - 7 Days Secret Centella Cica Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$11.11,,,,,454,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' ZINC OXIDE', ' TITANIUM DIOXIDE', ' OCTOCRYLENE']"
454,1059667305,Orbis - UV Cut Sunscreen On Face Moist SPF 34 PA+++,,,US$19.29,,Japan,,,455,"[' TITANIUM OXIDE', ' ZINC OXIDE']"
455,1066251590,A'PIEU - Power Block Tone Up Sun Base SPF50+ PA++++ #Pink 50ml,South Korea,,US$11.92,,South Korea,,,456,"[' HOMOSALATE', ' TITANIUM DIOXIDE (CI 77891)', ' ETHYLHEXYL SALICYLATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
457,1107335220,THE FACE SHOP - Natural Sun Eco Super Active Sun Cream Jumbo,South Korea,,US$25.25,,South Korea,,,458,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' ETHYLHEXYL SALICYLATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' TITANIUM DIOXIDE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
458,1065416536,NATURE REPUBLIC - California Aloe Fresh Powdery Sun Stick,South Korea,,US$18.34,,South Korea,,,459,"[' OCTOCRYLENE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
459,1086643065,Phymongshe - Ultra Hydro Sun Essence,South Korea,Translation reference for Korean beauty product packaging:,US$41.66,,,,,460,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' PHENYLBENZIMIDAZOLE SULFONIC ACID', ' OCTOCRYLENE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BUTYL METHOXYDIBENZOYLMETHANE']"
460,1094981352,A'PIEU - Super Air Fit Mild Sunscreen Hydrating,South Korea,,US$15.96,,South Korea,,,461,"[' POLYSILICONE-15', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' ETHYLHEXYL TRIAZONE', ' ISOAMYL P-METHOXYCINNAMATE']"
461,1059779739,Orbis - Lip Sunscreen UV Cut SPF 22 PA++,,,US$18.28,,Japan,,,462,[' TITANIUM OXIDE']
462,1099798064,Nivea Japan - Sun Water Gel SPF 35 PA+++ 80g,,,US$14.14,,Japan,,,463,[' ETHYLHEXYL METHOXYCINNAMATE']
463,1112033152,FRUDIA - Avocado Greenery Relief Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$12.02,,,,,464,"[' ZINC OXIDE', ' TITANIUM DIOXIDE']"
464,1065967066,Sofina - Jenne High Moisturizing UV Emulsion Whitening SPF 50+ PA++++,,,US$37.17,,Japan,,,465,[' ZINC OXIDE']
465,1100124579,SIDMOOL - MIN JUNG GI Physical Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$24.54,,,Yes,,466,"[' TITANIUM DIOXIDE', ' ZINC OXIDE']"
466,1098657911,Nella - Honey 1 Snail White Moist Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$15.73,,,,,467,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' TITANIUM DIOXIDE', ' ETHYLHEXYL SALICYLATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
467,1077182720,Kao - Curel BB Milk SPF 24 PA++ 30ml - 2 Types,,,US$32.62,,Japan,,,468,"[' TITANIUM OXIDE', ' ZINC OXIDE']"
468,1111811135,NIVEA - UV Face Sensitive Sun Allergy Protection SPF 50+ PA++++,,,US$18.69,,Germany,,,469,"[' HOMOSALATE', ' BUTYL METHOXYDIBENZOYLMETHANE', ' ETHYLHEXYL SALICYLATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' ETHYLHEXYL TRIAZONE', ' PHENYLBENZIMIDAZOLE SULFONIC ACID', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE']"
469,1112642528,Dr.G - Green Mild Up Sun Stick,South Korea,,US$20.81,,South Korea,,,470,[' ZINC OXIDE']
470,1105963353,O HUI - The First Geniture Sun Base Special Set,South Korea,,US$66.05,,South Korea,,,471,"[' ETHYLHEXYL SALICYLATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' TITANIUM DIOXIDE (CI 77891)']"
471,1086513973,Kose - Suncut Tone Up UV Lavender Essence Sunblock SPF 50+ PA++++,,,US$11.36,,Japan,Yes,,472,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' POLYSILICONE-15', ' TITANIUM OXIDE']"
472,1072196329,LA MUSE - Sun Control Multi Balm,South Korea,Translation reference for Korean beauty product packaging:,US$25.77,,,,,473,"[' OCTOCRYLENE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
473,1086547124,the SKIN HOUSE - UV Protection Sun Block,South Korea,Translation reference for Korean beauty product packaging:,US$12.77,,,,,474,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ISOAMYL P-METHOXYCINNAMATE']"
474,1102909182,Kanebo - Kate Protection UV Limited Edition SPF 50+ PA++++ 30g,,,US$21.17,,Japan,Yes,,475,"[' TITANIUM OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE']"
475,1100772177,CS12 - Sun Protect SPF 30 PA+++ 50ml - 4 Types,,,US$84.94,,Malaysia,,,476,[' TITANIUM DIOXIDE']
476,1090299654,The Saem - Eco Earth Waterproof Sun Cream,South Korea,,US$17.27,,South Korea,,,477,"[' ZINC OXIDE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' ETHYLHEXYL TRIAZONE', ' TITANIUM DIOXIDE']"
477,1069681454,THE PLANT BASE - Dailiben Innocent Sun Cream SPF50+ PA+++ 40ml,South Korea,Translation reference for Korean beauty product packaging:,US$12.32,,,Yes,,478,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' TITANIUM DIOXIDE (CI 77891)', ' METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL']"
478,1105633008,Kose - Sekkisei Clear Wellness UV Defense Milk SPF 50+ PA++++,,,US$39.90,,Japan,Yes,,479,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE']"
479,1103954834,Skin Lane - Sunny More UV Sunscreen Silky Essence SPF 50+ PA++++,,,US$43.53,,Japan,,,480,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE']"
480,1071367602,Kao - Biore UV Athlizm Skin Protect Milk SPF 50+ PA++++,,,US$25.05,,Japan,,,481,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM OXIDE']"
481,1107536213,The History of Whoo - Gongjinhyang Seol Radiant White Toneup Sunscreen JUMBO,South Korea,,US$56.96,,South Korea,,,482,"[' ETHYLHEXYL SALICYLATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
482,1088081508,Rohto Mentholatum - Skin Aqua Tone Up UV Milk SPF 50+ PA++++,,,US$14.27,,Japan,,,483,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM OXIDE']"
483,1064789648,9wishes - Sun Moisturizer,South Korea,,US$19.59,,,,,484,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' HOMOSALATE', ' ETHYLHEXYL SALICYLATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' OCTOCRYLENE']"
485,1102376552,KYOTO KOMACHI - Created by IBC WaSHIZUKU UV Hightlight SPF 35 PA+++,,,US$58.28,,Japan,,,486,"[' TITANIUM OXIDE', ' ZINC OXIDE']"
487,1086392839,IWLT - Protecting Natural Shine Tone Up Sun Cushion,South Korea,Translation reference for Korean beauty product packaging:,US$32.22,,,,,488,"[' ZINC OXIDE (CI 77947)', ' TITANIUM DIOXIDE (CI 77891)']"
488,1096675538,MUJI - Sunscreen Milk SPF 30 PA++,,,US$23.13,,Japan,Yes,,489,[' TITANIUM OXIDE']
489,1108842819,Paul & Joe - Suntan Body Primer SPF 6,,,US$62.42,,Japan,,,490,"[' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM OXIDE']"
491,1106363379,TONYMOLY - The Green Tea Truebiome Watery Sun Lotion,South Korea,,US$19.59,,South Korea,,,492,"[' ETHYLHEXYL SALICYLATE', ' HOMOSALATE', ' METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL', ' POLYSILICONE-15', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE']"
492,1057996883,OMI - Sun Bears Mild Gel SPF 35 PA+++,,,US$8.79,,Japan,Yes,,493,[' TITANIUM OXIDE']
493,1111518752,SKIN&LAB - Hybarrier Fresh Sun Lotion,South Korea,,US$20.10,,,Yes,,494,"[' ETHYLHEXYL TRIAZONE', ' TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE']"
494,1057852239,Kao - Curel Day Barrier UV Protection Milk SPF 50+ PA+++,,,US$23.33,,Japan,,,495,[' ZINC OXIDE']
495,1076178347,POLA - Whitissimo UV Block Shield White SPF 50 PA++++,,,US$64.44,,Japan,Yes,,496,[' ETHYLHEXYL SALICYLATE']
496,1073880447,Ishizawa-Lab - Shigaisen Yohou Non Chemical UV Cream Whitening SPF 50+ PA++++,,,US$41.71,,Japan,Yes,,497,[' FINE PARTICLE TITANIUM OXIDE']
497,1112228755,Cute Press - UV Expert Protection Advance Anti-Aging Sunscreen SPF 50+ PA+++,,,US$29.90,,Thailand,Yes,Yes,498,"[' ETHYLHEXYL METHOXYCINNAMATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
498,1100430637,Kokuryudo - Privacy UV Mist SPF 50+ PA++++,,,US$17.57,,Japan,,,499,"[' ETHYLHEXYL METHOXYCINNAMATE', ' PHENYLBENZIMIDAZOLE SULFONIC ACID']"
500,1054075390,A'PIEU - Pure Block Tone-Up Sun Base SPF50+ PA+++ 50ml,South Korea,,US$8.89,,South Korea,,,501,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE (CI 77947)', ' TITANIUM DIOXIDE (CI 77891)', ' ETHYLHEXYL SALICYLATE']"
501,1068494547,MACQUEEN - Daily Sun Cream Matt Finish SPF50+ PA+++ 50g,South Korea,,US$7.49,,South Korea,,,502,"[' TITANIUM DIOXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' ZINC OXIDE']"
502,1064110437,Shiseido - Integrate Sakura Jelly Essence SPF 14 PA++,,,US$15.15,,Japan,,,503,"[' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM OXIDE']"
503,1103954835,sunao - UV Protect Cream SPF 32 PA++,,,US$55.15,,Japan,,,504,[' ZINC OXIDE']
504,1065411912,VILLAGE 11 FACTORY - Daily Mild Sun Cream,South Korea,,US$13.74,,,,,505,"[' ETHYLHEXYL METHOXYCINNAMATE', ' HOMOSALATE', ' ETHYLHEXYL SALICYLATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' TITANIUM DIOXIDE (CI 77891)']"
505,1103720302,BEAUDIANI - Soothing Tone Up Sunscreen,South Korea,Translation reference for Korean beauty product packaging:,US$16.61,,,,,506,"[' TITANIUM DIOXIDE (CI 77891)', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' POLYSILICONE-15', ' ETHYLHEXYL TRIAZONE']"
506,1104802161,Benton - Air Fit UV Defense Sun Cream,South Korea,,US$19.19,,,Yes,,507,"[' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' ETHYLHEXYL TRIAZONE', ' METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL', ' DIETHYLHEXYL BUTAMIDO TRIAZONE']"
507,1095653988,VT - Super Hyalon Sun Block,South Korea,,US$15.96,,,,,508,"[' HOMOSALATE', ' ETHYLHEXYL SALICYLATE', ' BUTYL METHOXYDIBENZOYLMETHANE', ' ISOAMYL P-METHOXYCINNAMATE', ' OCTOCRYLENE']"
508,1100807310,Dr. Ceuracle - Pro Balance Biotics Clear Up Sun,South Korea,Translation reference for Korean beauty product packaging:,US$19.39,,,,,509,"[' ZINC OXIDE', ' TITANIUM DIOXIDE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' ETHYLHEXYL TRIAZONE']"
509,1103522186,SANA - Maikohan UV Gel SPF 50+ PA++++ 60g - 2 Types,,,US$27.07,,Japan,Yes,,510,"[' ETHYLHEXYL METHOXYCINNAMATE', ' OCTOCRYLENE', ' ZINC OXIDE']"
510,1083324977,be the skin - Natural Base Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$24.18,,,,,511,"[' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM DIOXIDE', ' ZINC OXIDE', ' ISOAMYL P-METHOXYCINNAMATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
511,1107366331,ELROEL - Pang Pang Sun Cushion UV Shield,South Korea,Translation reference for Korean beauty product packaging:,US$23.69,,,,,512,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE (CI 77947)', ' ETHYLHEXYL SALICYLATE', ' ISOAMYL P-METHOXYCINNAMATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' TITANIUM DIOXIDE (CI 77891)', ' BUTYL METHOXYDIBENZOYLMETHANE']"
512,1100306889,SWANICOCO - Daily UV Shield Sun Stick,South Korea,,US$21.27,,,,,513,"[' ETHYLHEXYL METHOXYCINNAMATE', ' OCTOCRYLENE', ' ETHYLHEXYL SALICYLATE', ' BUTYL METHOXYDIBENZOYLMETHANE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
513,1088307604,DR.Ci:Labo - Labo Labo Keana Cover-UV SPF 35 PA+++,,,US$25.45,,Japan,,,514,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' TITANIUM OXIDE']"
514,1110716888,The Saem - Eco Earth Pink Sun Cream Special Set 2022 Narae Days Edition,South Korea,,US$17.57,,South Korea,,,515,"[' ZINC OXIDE', ' TITANIUM DIOXIDE']"
515,1073170823,Kose - Sports Beauty Sun Protect Gel SPF 50+ PA++++ 90g,,,US$38.68,,Japan,Yes,,516,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE', ' POLYSILICONE-15']"
516,1095493950,Kose - Fortune UV Primer SPF 50+ PA++++ 30ml - 2 Types,,,US$21.31,,Japan,Yes,,517,"[' ETHYLHEXYL METHOXYCINNAMATE', ' TITANIUM OXIDE', ' ZINC OXIDE']"
517,1069004925,MUJI - Sensitive Skin Suncreen SPF 27 PA++,,,US$37.07,,Japan,Yes,,518,[' ETHYLHEXYL METHOXYCINNAMATE']
518,1106101957,VT - Bundle: SORN Signature Box + Essence Sun Pact,South Korea,,US$25.94,,,,,519,"[' TITANIUM DIOXIDE (CI 77891)', ' TITANIUM DIOXIDE (CI 77891)', ' TITANIUM DIOXIDE (CI 77891)', ' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE (CI 77947)', ' ETHYLHEXYL SALICYLATE', ' TITANIUM DIOXIDE (CI 77891)', ' OCTOCRYLENE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
519,1065719343,ISEHAN - Kiss Me Sunkiller Perfect Strong Z SPF 50+ PA++++,,,US$11.21,,Japan,Yes,,520,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' OCTOCRYLENE']"
521,1105633004,Kose - Sekkisei Clear Wellness UV Defense Milk Mild SPF 50+ PA+++,,,US$38.38,,Japan,Yes,,522,"[' ZINC OXIDE', ' TITANIUM OXIDE']"
522,1110515754,Pyunkang Yul - ATO Mild Sun Cream,South Korea,,US$18.18,,,,,523,"[' ZINC OXIDE', ' ETHYLHEXYL SALICYLATE', ' TITANIUM DIOXIDE']"
523,1094541189,EUNYUL - Daily Care Fresh Sunscreen Pump Version,South Korea,,US$27.47,,,,,524,"[' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE']"
524,1104645036,primera - Skin Relief UV Projector EX,South Korea,,US$31.61,,South Korea,,,525,"[' HOMOSALATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', 'ETHYLHEXYL SALICYLATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID', ' TITANIUM DIOXIDE (CI 77891)']"
525,1087072027,MediFlower - Perfect CICA Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$11.62,,,,,526,"[' ETHYLHEXYL METHOXYCINNAMATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' TITANIUM DIOXIDE', ' ETHYLHEXYL TRIAZONE']"
526,1104367738,Evercell - Luxe Sun Protector,South Korea,Translation reference for Korean beauty product packaging:,US$47.30,,,,,527,"[' HOMOSALATE', ' ETHYLHEXYL SALICYLATE', ' PHENYLBENZIMIDAZOLE SULFONIC ACID', ' OCTOCRYLENE']"
527,1112707693,ELROEL - Pang Pang Yellow Sun Cushion,South Korea,Translation reference for Korean beauty product packaging:,US$23.13,,,,,528,"[' ZINC OXIDE', ' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' ISOAMYL P-METHOXYCINNAMATE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' TITANIUM DIOXIDE']"
528,1050282200,Elizavecca - Milky Piggy Sun Cream SPF50+ PA+++,South Korea,,US$9.29,,South Korea,,,529,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' TITANIUM DIOXIDE', ' BUTYL METHOXYDIBENZOYLMETHANE']"
529,1102433444,HYGGEE - Real Sun Cream,South Korea,,US$26.22,,,Yes,,530,"[' TITANIUM DIOXIDE', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' ETHYLHEXYL TRIAZONE', ' POLYSILICONE-15', ' TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID']"
530,1060252079,NATURE REPUBLIC - California Aloe Daily Sun Block,South Korea,,US$13.74,,South Korea,,,531,"[' HOMOSALATE', ' ETHYLHEXYL SALICYLATE', ' TITANIUM DIOXIDE (CI 77891)', ' BUTYL METHOXYDIBENZOYLMETHANE']"
531,1106358978,ELROEL - Pang Pang Big Sun UV Shield,South Korea,Translation reference for Korean beauty product packaging:,US$33.79,,,,,532,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ZINC OXIDE (CI 77947)', ' ETHYLHEXYL SALICYLATE', ' ISOAMYL P-METHOXYCINNAMATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' TITANIUM DIOXIDE (CI 77891)', ' BUTYL METHOXYDIBENZOYLMETHANE']"
533,1105393496,Orbis - Body UV Protector SPF 50+ PA++++,,,US$44.84,,Japan,,,534,"[' ETHYLHEXYL METHOXYCINNAMATE', ' ETHYLHEXYL SALICYLATE', ' POLYSILICONE-15', ' TITANIUM OXIDE']"
534,1103936289,Goodal - Houttuynia Cordata Calming Moisture Sun Cream,South Korea,,US$16.97,,South Korea,Yes,,535,"[' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' ETHYLHEXYL TRIAZONE', ' METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL', ' DIETHYLHEXYL BUTAMIDO TRIAZONE']"
535,1109485434,KTW - Aqua Daily Sun Cream,South Korea,Translation reference for Korean beauty product packaging:,US$15.86,,,,,536,"[' TITANIUM DIOXIDE (CI 77891)', ' DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE', ' BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE', ' ETHYLHEXYL TRIAZONE', ' POLYSILICONE-15', ' TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID']"
536,1060607201,The Saem - Eco Soul UV Sun Pact SPF50+ PA++++ (2 Colors),South Korea,,US$17.47,,South Korea,,,537,"[' ZINC OXIDE', ' TITANIUM DIOXIDE', ' ETHYLHEXYL METHOXYCINNAMATE']"
537,1112637884,Shiseido - Anessa Perfect UV Sunscreen Skincare Milk N SPF 50+ PA++++ Marvel Heroes Edition,,,US$40.60,,Japan,,,538,"[' ZINC OXIDE', ' OCTOCRYLENE', ' ETHYLHEXYL SALICYLATE', ' TITANIUM OXIDE', ' HOMOSALATE', ' POLYSILICONE-15']"
